0	0
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	0
22	1
23	1
24	1
25	1
26	0
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	0
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	0
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
100	1
101	1
102	1
103	1
104	0
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	0
117	1
118	1
119	1
120	1
121	1
122	1
123	1
124	1
125	1
126	1
127	1
128	1
129	1
130	1
131	1
132	0
133	1
134	1
135	1
136	1
137	1
138	1
139	1
140	1
141	1
142	1
143	1
144	1
145	1
146	1
147	1
148	1
149	1
150	0
151	0
152	1
153	1
154	1
155	1
156	1
157	1
158	1
159	0
160	1
161	1
162	1
163	1
164	1
165	1
166	1
167	0
168	1
169	1
170	1
171	1
172	1
173	1
174	1
175	0
176	1
177	1
178	1
179	1
180	1
181	1
182	1
183	1
184	1
185	1
186	1
187	1
188	1
189	1
190	1
191	1
192	1
193	1
194	1
195	0
196	1
197	1
198	1
199	1
200	1
201	1
202	1
203	1
204	1
205	1
206	1
207	1
208	1
209	0
210	1
211	1
212	1
213	1
214	1
215	0
216	1
217	1
218	1
219	1
220	1
221	1
222	1
223	1
224	1
225	1
226	1
227	1
228	1
229	1
230	0
231	1
232	1
233	0
234	1
235	0
236	1
237	1
238	1
239	1
240	0
241	0
242	1
243	1
244	0
245	0
246	1
247	1
248	0
249	1
250	0
251	1
252	1
253	1
254	1
255	1
256	0
257	1
258	1
259	0
260	1
261	1
262	1
263	1
264	1
265	1
266	1
267	1
268	1
269	0
270	1
271	1
272	1
273	1
274	1
275	1
276	1
277	1
278	1
279	1
280	1
281	0
282	1
283	1
284	0
285	1
286	1
287	1
288	0
289	0
290	0
291	1
292	0
293	1
294	0
295	0
296	0
297	1
298	0
299	0
300	0
301	0
302	1
303	0
304	0
305	1
306	1
307	1
308	1
309	0
310	1
311	0
312	0
313	0
314	1
315	1
316	1
317	1
318	1
319	1
320	1
321	1
322	1
323	1
324	0
325	1
326	1
327	1
328	0
329	1
330	0
331	1
332	0
333	1
334	0
335	1
336	0
337	1
338	0
339	0
340	1
341	0
342	1
343	1
344	1
345	1
346	0
347	1
348	1
349	1
350	1
351	1
352	1
353	1
354	1
355	1
356	1
357	1
358	0
359	1
360	1
361	0
362	0
363	0
364	1
365	0
366	0
367	0
368	1
369	0
370	1
371	1
372	1
373	1
374	0
375	1
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	1
384	0
385	1
386	1
387	1
388	1
389	0
390	1
391	0
392	0
393	0
394	0
395	1
396	1
397	0
398	1
399	1
400	0
401	0
402	1
403	1
404	1
405	1
406	0
407	1
408	1
409	1
410	0
411	0
412	0
413	1
414	0
415	1
416	1
417	1
418	1
419	0
420	1
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	1
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	1
449	0
450	0
451	0
452	0
453	1
454	0
455	1
456	0
457	1
458	1
459	0
460	0
461	1
462	1
463	0
464	1
465	1
466	0
467	0
468	0
469	0
470	0
471	1
472	1
473	1
474	1
475	1
476	1
477	1
478	1
479	1
480	1
481	1
482	1
483	1
484	1
485	1
486	1
487	1
488	0
489	1
490	0
491	0
492	1
493	1
494	1
495	1
496	0
497	1
498	1
499	1
500	1
501	0
502	1
503	0
504	0
505	0
506	1
507	0
508	0
509	0
510	0
511	0
512	1
513	1
514	1
515	0
516	0
517	0
518	0
519	1
520	1
521	1
522	1
523	1
524	1
525	0
526	0
527	0
528	0
529	0
530	1
531	1
532	0
533	1
534	1
535	0
536	1
537	1
538	0
539	0
540	0
541	0
542	1
543	1
544	0
545	0
546	0
547	0
548	0
549	1
550	0
551	0
552	0
553	1
554	1
555	1
556	1
557	1
558	1
559	1
560	0
561	0
562	0
563	0
564	1
565	0
566	1
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	1
575	0
576	0
577	0
578	0
579	0
580	0
581	1
582	0
583	1
584	0
585	1
586	0
587	1
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	1
597	0
598	0
599	0
600	0
601	1
602	1
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	1
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	1
622	0
623	0
624	1
625	0
626	0
627	0
628	0
629	0
630	0
631	1
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	1
642	0
643	1
644	0
645	0
646	0
647	0
648	1
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	1
659	1
660	1
661	1
662	0
663	0
664	0
665	0
666	0
667	0
668	1
669	1
670	1
671	1
672	0
673	1
674	0
675	0
676	0
677	0
678	1
679	0
680	0
681	0
682	1
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	1
701	1
702	1
703	0
704	0
705	1
706	1
707	1
708	1
709	0
710	0
711	0
712	0
713	0
714	1
715	1
716	1
717	1
718	1
719	0
720	1
721	0
722	0
723	1
724	0
725	1
726	1
727	1
728	1
729	1
730	1
731	1
732	1
733	1
734	1
735	1
736	1
737	1
738	1
739	1
740	0
741	1
742	1
743	0
744	0
745	1
746	1
747	0
748	0
749	1
750	0
751	0
752	0
753	0
754	0
755	0
756	1
757	1
758	1
759	1
760	1
761	1
762	1
763	1
764	1
765	1
766	0
767	1
768	1
769	1
770	1
771	1
772	1
773	0
774	1
775	1
776	1
777	1
778	1
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	1
787	0
788	0
789	0
790	0
791	0
792	0
793	1
794	1
795	0
796	1
797	1
798	1
799	0
800	1
801	1
802	1
803	1
804	1
805	1
806	1
807	1
808	1
809	0
810	0
811	0
812	0
813	1
814	1
815	0
816	0
817	0
818	1
819	1
820	1
821	1
822	1
823	1
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	1
835	1
836	1
837	1
838	1
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	1
867	0
868	1
869	1
870	1
871	0
872	0
873	1
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	1
883	1
884	1
885	1
886	1
887	1
888	1
889	0
890	0
891	0
892	0
893	0
894	1
895	1
896	0
897	0
898	0
899	0
900	0
901	1
902	0
903	1
904	1
905	1
906	1
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	1
916	1
917	1
918	1
919	1
920	0
921	0
922	0
923	1
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	1
933	0
934	1
935	1
936	0
937	0
938	0
939	0
940	0
941	0
942	1
943	0
944	0
945	0
946	0
947	0
948	0
949	1
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	1
960	0
961	1
962	0
963	0
964	1
965	1
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	1
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	1
995	0
996	0
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	1
1007	1
1008	0
1009	0
1010	0
1011	1
1012	0
1013	0
1014	0
1015	0
1016	1
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
1024	0
1025	0
1026	0
1027	0
1028	0
1029	0
1030	0
1031	0
1032	0
1033	0
1034	0
1035	0
1036	0
1037	0
1038	0
1039	0
1040	0
1041	0
1042	0
1043	0
1044	1
1045	0
1046	0
1047	0
1048	0
1049	0
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	0
1057	0
1058	0
1059	0
1060	1
1061	0
