0	1	0	1505117799
2	3	0	1511187314
4	5	0	1511373801
6	7	0	1511499580
8	9	0	1511527465
10	11	0	1511529608
12	13	0	1511538080
12	14	0	1511538184
15	16	0	1511539187
17	18	0	1511539191
19	20	0	1511539227
17	21	0	1511539231
22	23	0	1511539241
22	24	0	1511539333
17	25	0	1511539370
26	27	0	1511539376
28	29	0	1511539380
30	31	0	1511539397
17	32	0	1511539401
26	33	0	1511539452
17	34	0	1511539498
35	36	2	1511539499
37	38	0	1511539583
39	40	0	1511539665
41	42	0	1511539705
43	44	0	1511539715
41	45	0	1511539778
41	46	0	1511539795
47	48	0	1511539814
35	49	0	1511539939
35	50	0	1511539943
51	52	0	1511539990
51	53	0	1511539993
39	54	0	1511539995
47	48	0	1511539997
51	55	3	1511540089
51	56	0	1511540097
51	57	0	1511540114
51	58	0	1511540125
39	40	0	1511540143
59	60	0	1511540157
51	61	0	1511540193
62	63	0	1511540216
64	65	0	1511540230
51	66	0	1511540246
67	68	0	1511540445
17	69	0	1511540498
70	71	0	1511540523
51	72	0	1511540555
51	73	0	1511540582
51	74	0	1511540630
75	76	0	1511540635
75	77	0	1511540645
51	73	0	1511540697
51	78	0	1511540785
51	79	0	1511540826
39	80	0	1511540994
41	45	0	1511541017
41	81	1	1511541137
51	82	0	1511541217
51	83	0	1511541268
84	85	0	1511541359
86	87	0	1511541373
51	88	0	1511541379
51	89	0	1511541417
51	90	0	1511541426
91	92	2	1511541469
12	93	0	1511541593
12	94	0	1511541600
95	96	0	1511541605
26	97	0	1511541607
84	98	0	1511541664
51	99	0	1511541798
84	100	0	1511541810
51	101	0	1511541833
102	103	0	1511541853
51	104	0	1511541879
51	105	0	1511541919
106	107	0	1511541931
12	108	0	1511541945
26	109	0	1511541977
84	98	0	1511541978
51	110	0	1511541984
102	111	2	1511542034
112	113	0	1511542041
84	100	0	1511542046
12	114	0	1511542086
95	115	1	1511542148
95	116	0	1511542168
117	118	0	1511542204
95	115	0	1511542231
84	98	1	1511542275
112	119	0	1511542374
120	121	0	1511542517
51	122	0	1511542546
120	123	0	1511542567
124	125	0	1511542572
51	126	0	1511542574
120	127	0	1511542612
120	123	0	1511542647
124	128	0	1511542669
51	129	0	1511542696
120	127	0	1511542739
120	123	0	1511542749
12	130	0	1511542770
12	114	0	1511542880
12	131	0	1511542912
132	133	0	1511542960
132	134	0	1511542991
102	135	0	1511543045
84	136	2	1511543050
102	137	0	1511543246
84	136	0	1511543265
124	138	0	1511543436
41	139	0	1511543587
102	140	0	1511543742
41	141	0	1511543758
102	142	0	1511543773
102	140	0	1511543777
12	130	0	1511543840
12	131	0	1511543846
120	143	0	1511543854
144	145	0	1511543856
120	146	0	1511543876
12	147	0	1511543878
12	131	0	1511543887
12	147	1	1511543946
12	148	1	1511543946
12	131	1	1511543946
12	130	0	1511543969
124	149	0	1511544030
150	151	0	1511544070
152	153	0	1511544135
12	154	0	1511544337
124	155	0	1511544747
156	157	0	1511544767
156	158	0	1511544854
124	159	0	1511544892
19	160	0	1511545319
161	162	0	1511545782
161	162	0	1511545835
161	163	0	1511545883
19	164	0	1511545963
165	166	0	1511546071
167	168	0	1511546160
167	169	0	1511546201
167	170	0	1511546300
167	171	0	1511546305
19	172	0	1511546338
19	173	0	1511546354
19	174	0	1511546510
167	175	0	1511546520
167	176	0	1511546550
165	177	2	1511546925
19	178	0	1511547275
179	180	0	1511547331
181	182	0	1511547783
183	184	0	1511547966
185	82	0	1511548347
183	186	0	1511548352
183	187	3	1511548390
183	186	0	1511548660
183	188	0	1511548699
183	189	0	1511548709
183	190	3	1511549096
191	192	0	1511550516
191	193	0	1511550600
194	195	0	1511550799
191	196	0	1511550806
194	197	0	1511550811
194	198	0	1511550848
194	199	0	1511550880
191	193	0	1511550885
191	200	0	1511550908
194	201	0	1511550946
194	202	0	1511551214
194	203	0	1511551291
191	204	0	1511551443
191	205	0	1511551450
191	204	0	1511551495
206	207	0	1511551610
191	208	0	1511551619
191	205	3	1511551860
194	209	2	1511552043
191	210	0	1511552352
211	212	0	1511553075
213	214	0	1511553932
213	215	0	1511554841
216	217	0	1511557067
218	219	0	1511557075
220	221	0	1511559583
220	222	0	1511559608
223	224	0	1511559703
220	225	0	1511559745
223	226	0	1511559790
227	228	0	1511560277
227	229	0	1511560285
227	230	0	1511560311
227	231	0	1511560320
218	232	0	1511560322
223	233	2	1511560343
223	234	0	1511560375
